interesting,length,GCcontent,pis,num_gaps,max_gap_length,mean_gap_length,seg_sites_with_gaps,sd_gap_length,number_sites_1_or_more_subst,freq_sites_w_1_obs_bases,freq_sites_w_2_obs_bases,freq_sites_w_3_obs_bases,freq_sites_w_4_obs_bases
0,1013,0.4610024673307137,15.89,256,68,11.130434782608695,416,14.814932110500378,331,597,274,56,1
0,995,0.39462882197914967,9.15,558,302,25.363636363636363,478,63.63552875148064,207,517,190,15,2
0,1476,0.4346545617328066,8.67,774,410,55.285714285714285,683,107.07612573910538,319,793,298,20,1
0,775,0.40726325559114995,5.94,399,248,26.6,333,62.94532775126591,117,442,108,9,0
0,1611,0.3789634953930742,6.52,352,87,14.08,438,19.18966735858997,317,1173,296,19,2
0,2224,0.40915751870876904,6.21,1403,1106,70.15,1360,244.54539455896526,389,864,351,35,3
0,1896,0.4489562482127538,9.7,327,66,13.625,583,17.797929777022553,472,1313,411,58,3
0,1605,0.39744384706852154,2.06,2102,856,175.16666666666666,1330,246.4474250896798,117,275,111,6,0
0,1263,0.34470911167606205,4.12,1037,390,51.85,572,106.51922238188799,185,691,169,16,0
0,1583,0.41621370465155727,9.48,1827,877,79.43478260869566,1121,224.3697893468314,377,462,327,47,3
0,796,0.39582849174994195,8.79,254,44,7.9375,242,11.68935965022285,172,554,146,21,5
0,1335,0.37598547717842323,6.44,235,45,10.681818181818182,350,12.483842371093939,276,985,259,16,1
0,755,0.33536117000030724,5.17,373,100,14.92,231,24.2932089275995,109,524,96,13,0
0,1673,0.41421354084101264,6.75,352,67,44,371,18.83006714197877,269,1302,245,24,0
1,1197,0.4555482574762383,7.18,392,97,18.666666666666668,368,29.305858344933924,264,829,233,30,1
0,1743,0.42773113701773235,3.44,768,522,85.33333333333333,708,165.42596531379226,182,1035,172,10,0
0,1714,0.4304918561956127,5.37,234,53,13.764705882352942,362,17.774734216594865,279,1352,246,31,2
0,1164,0.4560293534311781,6.62,325,67,10.833333333333334,307,16.760140179920175,172,857,153,19,0
0,924,0.4121067671612364,4,148,86,18.5,201,30.05233530264923,119,723,108,11,0
0,1751,0.47344174690192103,6.34,120,40,15,324,11.326328367379885,263,1427,238,23,2
0,1822,0.49789867953275774,11.42,274,71,24.90909090909091,480,26.87547039757461,416,1342,366,47,3
0,969,0.3563772073114023,7.02,343,248,38.111111111111114,390,79.36536468202682,175,579,159,15,1
0,1507,0.5008820662013896,13.93,1336,1132,74.22222222222223,1343,264.60904692095903,418,164,367,47,4
0,1558,0.5271173490204224,11.17,133,29,8.866666666666667,366,8.895156520478407,326,1192,274,46,6
0,1305,0.5150212304795068,12.8,518,125,24.666666666666668,469,35.81526676339761,341,836,289,49,3
0,1771,0.45224139731606705,7.45,397,94,56.714285714285715,464,38.356721643515044,317,1307,297,18,2
1,971,0.5094980455715512,7.72,379,208,54.142857142857146,464,82.07806968861733,191,507,170,19,2
0,1584,0.47267143722053234,9.79,288,97,16,529,28.192614802670658,389,1055,338,50,1
0,1667,0.43241298677938667,6.42,253,64,18.071428571428573,391,17.907730542612406,295,1276,265,30,0
0,1637,0.5338341051193957,10.81,1742,1272,217.75,1500,428.63096015103713,409,137,358,46,5
0,1582,0.4030415754923413,4.99,316,91,17.555555555555557,387,25.368396787253932,278,1195,254,23,1
0,509,0.45139231582657735,17.09,1116,330,93,419,132.84372226588107,160,90,128,26,6
0,1656,0.547810963343764,11.71,510,105,42.5,572,40.99334757560726,413,1084,373,38,2
0,1139,0.5006113216774667,16.07,301,93,15.05,413,21.19949105645302,353,726,291,59,3
0,1648,0.5876378267361086,6.43,419,115,34.916666666666664,412,39.71594214677603,218,1236,194,22,2
0,1673,0.4646915388175482,3.41,707,487,64.27272727272727,645,142.1084732935309,170,1028,157,13,0
0,1361,0.45403857105216183,8.82,313,82,18.41176470588235,375,22.226276182509217,306,986,276,26,4
0,1734,0.37515704665864535,4.27,360,114,20,323,32.5467988847914,212,1411,200,11,1
0,1550,0.3684906768135437,6.97,204,45,12,383,14.252192813739224,317,1167,288,28,1
0,840,0.5741174189438112,10.71,698,428,58.166666666666664,555,119.04150027565508,202,285,174,26,2
0,1435,0.49395314291250225,14.29,282,97,16.58823529411765,490,24.637519212395887,401,945,333,63,5
0,1640,0.4008038845048451,6.4,226,74,25.11111111111111,393,23.824590471005184,294,1247,261,33,0
0,1652,0.397576969324124,8.41,296,102,21.142857142857142,430,28.460112824407812,331,1222,281,48,2
0,1248,0.4490239615135535,6.97,199,66,11.705882352941176,270,20.241555973671936,200,978,184,11,5
0,1547,0.4187058507943131,8.73,196,69,12.25,445,17.30703132640989,385,1102,336,46,3
0,1725,0.4344209125500712,8.12,380,102,47.5,528,38.99450510740492,371,1197,334,33,4
0,1586,0.5867677443548209,14.5,1315,930,73.05555555555556,1170,216.78329440255803,472,416,385,76,11
0,1637,0.3970287679535428,2.75,409,141,25.5625,354,38.05429235535286,157,1283,146,9,2
0,1634,0.45069531788498296,11.69,1032,851,93.81818181818181,1081,252.2406859258903,438,553,379,54,5
0,1706,0.5863178284073363,11.61,328,80,41,473,28.430366059650275,367,1233,302,49,16
0,1898,0.5365292343755723,12.54,594,280,28.285714285714285,717,65.6331797623297,472,1181,399,70,3
0,671,0.44911912101537876,6.56,276,67,30.666666666666668,218,24.794152536434876,112,453,107,5,0
0,1584,0.4240068707512701,1.64,320,96,17.77777777777778,228,31.03045099396541,69,1356,62,7,0
0,1699,0.46742501883437293,3.12,285,135,31.666666666666668,296,40.614036982304526,153,1403,148,5,0
0,1582,0.4069576632753528,8.34,295,63,12.291666666666666,424,15.26142954916275,328,1158,287,40,1
0,1304,0.4738410243677509,10.51,454,111,32.42857142857143,446,38.39614220548383,299,858,268,28,3
0,557,0.4023134639433097,13.64,369,73,9.225,283,17.093239779335168,197,274,171,22,4
0,2113,0.41732803150551184,6.01,294,71,21,500,25.392306527159576,410,1613,371,38,1
0,1179,0.3725647288715193,10.77,103,36,7.357142857142857,302,9.802724447489412,266,877,237,28,1
0,1617,0.43337898370852235,6.37,307,92,25.583333333333332,397,29.2682214676394,278,1220,265,11,2
0,1370,0.40836235171117086,7.08,408,125,31.384615384615383,338,39.913528327996055,241,1032,219,22,0
0,1770,0.4805141502058686,4.97,275,90,18.333333333333332,397,28.02974610421341,240,1373,223,16,1
0,1701,0.3915826814997044,5.64,737,525,92.125,808,179.71202161871562,259,893,240,17,2
0,1787,0.44436023911410183,7.05,2124,528,193.0909090909091,827,206.2539476206235,345,960,317,26,2
0,1485,0.47387456055750865,9.02,354,88,27.23076923076923,510,31.358555042587252,379,975,332,44,3
0,1696,0.42248288812987334,5.42,404,142,50.5,423,43.81780460041329,234,1273,214,20,0
0,1e3,0.4208949699864679,9.2,173,31,6.407407407407407,295,8.082551288277442,243,705,207,30,6
0,1530,0.371956237777761,8.95,407,210,31.307692307692307,564,56.994714104883755,359,966,321,37,1
0,805,0.4117579515443794,11.18,227,79,28.375,273,29.961582544509035,194,532,159,34,1
1,1354,0.4633019660273221,8.12,949,396,32.724137931034484,726,72.22578514221128,347,628,320,26,1
0,1642,0.5148888263439347,10.35,212,50,11.777777777777779,406,18.248466673880095,350,1236,303,43,4
0,1534,0.5216358839050133,15.71,376,86,16.347826086956523,621,23.845351549386603,524,913,449,69,6
0,1347,0.48404246197115464,8.24,473,143,33.785714285714285,479,45.185393438806976,287,868,263,24,0
0,1621,0.5015530722267842,13.08,385,88,21.38888888888889,535,26.031968782495312,436,1086,373,59,4
0,1364,0.4354550558930121,10.78,799,482,39.95,798,105.34178708026154,404,566,360,42,2
1,1686,0.5224284529951423,6.47,408,119,40.8,427,44.84491795807711,269,1259,248,20,1
0,1634,0.46183772028920017,10.65,183,69,20.333333333333332,447,20.8806130178211,384,1187,340,41,3
0,1597,0.49219513961826805,13.59,338,106,26,582,28.074306165365275,470,1015,396,70,4
0,804,0.6416756457672035,22.51,871,369,62.214285714285715,556,120.24153804957534,297,248,231,55,11
0,1676,0.5180918215998068,12.11,262,89,32.75,491,26.49393461584314,394,1185,351,41,2
0,1584,0.5224913494809689,7.58,179,68,25.571428571428573,328,27.097706808616007,264,1256,240,23,1
0,741,0.4442919739899266,6.48,271,63,33.875,194,21.7612860701883,115,547,99,16,0
0,1160,0.4690216738111454,9.74,744,708,148.8,800,312.7118481925493,239,360,211,27,1
0,1665,0.5492801695185203,7.39,316,89,22.571428571428573,484,23.588505302744014,353,1181,318,33,2
0,1503,0.4829824222522696,9.78,644,162,26.833333333333332,538,49.077283035483205,347,965,306,40,1
0,1721,0.5744646573135531,9.24,483,159,30.1875,563,44.31285554629341,334,1158,299,32,3
0,1664,0.6115890652804439,12.08,1592,651,144.72727272727272,1217,219.88273734383557,423,447,356,61,6
0,1710,0.48427321292634784,2.4,311,93,38.875,254,35.5706038343863,139,1456,130,9,0
0,1248,0.41890880877829806,9.54,236,57,13.882352941176471,405,17.950913461928533,327,843,283,36,8
0,1628,0.4092325782367858,10.2,181,41,13.923076923076923,473,15.87693053070785,430,1155,374,49,7
0,1012,0.4328022899109352,6.03,340,154,34,331,45.30145938291859,159,681,152,7,0
1,1683,0.4601684470008217,5.64,270,102,15,351,26.911620057470472,226,1332,207,19,0
0,1334,0.4881427544827228,11.17,199,35,9.95,394,12.223682794175884,338,940,304,32,2
0,1313,0.48576177577655044,10.51,226,60,10.761904761904763,382,16.127320800135287,323,931,281,39,3
0,1737,0.4152708345781301,6.91,344,175,49.142857142857146,536,59.53550361319026,339,1201,315,23,1
0,1355,0.4246772124839675,5.02,596,224,24.833333333333332,477,50.473123856999955,208,878,197,11,0
1,1188,0.4820420478878723,13.55,395,59,21.944444444444443,432,21.23114311356072,351,756,313,36,2
1,1173,0.3459787108219988,9.89,367,97,24.466666666666665,399,29.69575887627887,283,774,253,30,0
0,1680,0.4387622105147624,6.85,258,90,21.5,379,26.837897221517323,265,1301,240,23,2
0,1522,0.39785321184372113,9.53,235,63,11.75,456,15.457496903648915,368,1066,326,41,1
0,1612,0.41495099792545964,6.27,326,97,23.285714285714285,461,31.75247675725124,303,1151,281,22,0
0,1764,0.42185389240590154,6.97,1917,512,127.8,755,195.63858807213148,269,1009,238,30,1
0,1003,0.34342434047649206,14.46,279,81,19.928571428571427,398,23.840703028206214,309,605,258,46,5
0,1708,0.5085484819599652,9.13,416,128,52,481,39.43167689633732,318,1227,286,31,1
0,1730,0.4356261375682541,9.13,358,125,51.142857142857146,521,39.151111399416536,370,1209,341,29,0
0,1870,0.42968499271730815,4.71,597,139,74.625,496,60.879124970246224,235,1374,218,17,0
0,1337,0.42443821930045184,5.16,683,525,25.296296296296298,665,100.39453510058543,164,672,151,13,0
1,1353,0.41868884373025494,6.28,479,206,34.214285714285715,452,58.23054785331067,231,901,196,33,2
0,1189,0.4380813812503031,3.62,160,60,10,211,16.761065996330107,147,978,143,4,0
0,1620,0.41363649306643124,8.58,292,90,16.22222222222222,458,24.18934027638075,334,1162,304,28,2
1,1651,0.4964135421277074,10.84,516,198,23.454545454545453,569,46.59728918410769,379,1082,338,41,0
0,1503,0.454773347687339,8.58,425,161,35.416666666666664,559,47.983819873963455,327,944,276,49,2
0,1682,0.4642610830643604,8.74,1036,820,129.5,1023,281.1003887785084,297,659,263,32,2
0,1711,0.5234580487307575,15.49,1285,926,116.81818181818181,1205,271.4364817712675,492,506,421,65,6
0,1657,0.39290970086274835,4.22,735,465,52.5,705,123.95827461752542,179,952,165,14,0
1,1440,0.45879768452447767,6.39,239,104,23.9,372,32.30221870604763,250,1068,229,19,2
0,1477,0.4312893415375911,7.04,538,250,24.454545454545453,502,52.655870448039245,275,975,252,23,0
0,1650,0.4420395799959427,12.55,189,62,21,553,21.94310825749169,477,1097,427,49,1
0,1729,0.4281034850829909,7.81,340,80,42.5,433,24,328,1296,295,29,4
0,1699,0.42039183784150225,4.12,227,63,25.22222222222222,287,23.370803247737218,180,1412,167,13,0
0,1753,0.438980323890911,6.05,567,116,56.7,458,42.324277246569075,266,1295,243,22,1
0,1067,0.49667465905762115,12.93,391,116,18.61904761904762,430,31.42208807586821,304,637,261,40,3
0,1225,0.48252616808252424,16.49,757,511,75.7,834,159.4302703726965,430,391,355,72,3
0,1639,0.46394267954829915,11.71,201,111,33.5,510,39.55123259773328,413,1129,356,55,2
0,1696,0.36942969450382734,4.78,2454,1155,223.0909090909091,1696,452.6050053955335,283,0,263,19,1
0,1298,0.40002666785190455,6.32,266,56,19,347,18.212421796463747,257,951,242,15,0
0,1648,0.3838314551690348,6.67,276,68,25.09090909090909,381,24.728342222860576,276,1267,239,35,2
0,1365,0.3898540065768896,7.77,257,118,25.7,378,37.88007391756252,264,987,231,29,4
0,1606,0.39454331308082335,5.98,338,116,18.77777777777778,415,28.96560953868764,282,1191,267,15,0
0,1670,0.40348540271930433,4.79,282,119,21.692307692307693,371,32.13612872190378,234,1299,214,20,0
0,1824,0.46793364266192083,8.5,1026,452,102.6,1058,171.66647249179957,389,766,336,49,4
0,1269,0.4550618048096703,5.75,443,95,36.916666666666664,352,35.12175791141267,210,917,193,16,1
1,1722,0.4654373864725557,5.28,415,93,31.923076923076923,386,36.67983446541514,247,1336,227,20,0
0,1596,0.42803876086626635,5.39,375,111,16.304347826086957,404,27.205338350820206,256,1192,232,23,1
0,1714,0.3963106378401635,6.48,345,117,26.53846153846154,530,39.67496142534437,334,1184,309,24,1
1,1148,0.3563225338491296,3.83,518,325,18.5,440,61.06978400582827,143,708,129,14,0
0,1676,0.4134983080689978,6.15,386,82,14.296296296296296,469,19.01985766915688,322,1207,290,32,0
0,1701,0.4342756183745583,5.94,703,231,58.583333333333336,562,76.0878180828315,262,1139,244,17,1
0,1691,0.5626354099032909,10.88,414,122,17.25,602,32.42147704706008,398,1089,355,41,2
0,1494,0.645693451172668,16.47,1076,546,134.5,1118,217.72197211778405,478,376,400,70,8
0,1264,0.4578829119169076,6.57,1233,567,137,746,174.3989678868542,228,518,210,16,2
0,1651,0.4514437727403884,8.78,1220,978,101.66666666666667,1211,277.473777084785,359,440,329,30,0
0,1711,0.4039648943054357,6.14,332,100,25.53846153846154,381,29.079246278102946,294,1330,269,23,2
1,1560,0.4095095198675497,12.63,193,63,24.125,527,22.84380191024002,448,1033,380,65,3
0,1339,0.32866847708205,10.01,961,698,96.1,901,213.53555519709906,369,438,325,42,2
0,1526,0.39588762955330625,3.47,638,581,79.75,675,202.98117435579374,140,851,121,18,1
0,1601,0.38054264403848237,7.56,378,142,22.235294117647058,463,34.8685556980869,311,1138,277,31,3
0,1528,0.3583371057793874,6.81,200,71,18.181818181818183,424,22.32853860788109,335,1104,303,31,1
0,1774,0.4455854825291181,5.86,399,105,28.5,453,33.0913653622582,284,1321,269,15,0
0,1193,0.45148966444784466,6.71,1004,717,35.857142857142854,894,134.84853348897414,212,299,189,22,1
0,1679,0.461185457942898,2.38,431,113,25.352941176470587,303,36.34546253741756,111,1376,106,4,1
0,1614,0.5155800266349719,7.5,572,136,52,495,57.874001071292795,271,1119,251,20,0
0,1492,0.40106860902982366,8.91,288,72,19.2,422,23.489207248071555,324,1070,291,31,2
0,849,0.41493221309910255,6.48,403,80,17.52173913043478,283,24.10558133261671,164,566,152,12,0
