length,b1,nbar,colless,sackin,treeness
146.6137690227247,40.983093192497236,13.689655172413794,0.23283173734610124,13.689655172413794,0.33048437070234415
141.42211839076785,39.85375834055368,15.839080459770114,0.28891928864569083,15.839080459770114,0.35001076951151666
145.4051068352237,44.57869203809607,13.71264367816092,0.22735978112175104,13.71264367816092,0.3375709027184939
146.59391143315435,40.36167246346781,15.804597701149426,0.28153214774281804,15.804597701149426,0.3303929599831151
136.58596643816907,42.44059680000085,14.32183908045977,0.24186046511627907,14.32183908045977,0.34759920711351144
141.28407146622408,44.00488251428656,15.839080459770114,0.27906976744186046,15.839080459770114,0.34772498695773835
140.30759238526713,42.61595817775352,16.7816091954023,0.3097127222982216,16.7816091954023,0.3692051223304154
142.0515463929858,45.08385076825482,14.25287356321839,0.2424076607387141,14.25287356321839,0.3683322530091442
142.17510854564082,38.09275436465841,13.988505747126437,0.23611491108071136,13.988505747126437,0.3651037262187103
142.75014958266374,40.0972768590722,15.114942528735632,0.27387140902872775,15.114942528735632,0.34712812471862586
147.62960359737116,40.76394352573887,16.32183908045977,0.2987688098495212,16.32183908045977,0.369644843172754
139.51204764635295,41.5273572617613,13.517241379310345,0.2292749658002736,13.517241379310345,0.380654690450885
136.60543978505657,44.231919469419495,10.954022988505747,0.15677154582763336,10.954022988505747,0.3723301965692734
150.9685580188343,41.09381532061067,16.57471264367816,0.29822161422708615,16.57471264367816,0.33833586402158594
143.32044004222175,40.89727685907219,17.344827586206897,0.32421340629274964,17.344827586206897,0.37202318042838667
153.61158597257165,39.62234283174688,13.310344827586206,0.21942544459644323,13.310344827586206,0.34781493286766124
148.59329557411453,42.58821584761989,13.471264367816092,0.22872777017783857,13.471264367816092,0.3608775088978949
139.87264379954786,37.98861267301671,13.091954022988507,0.21805745554035566,13.091954022988507,0.33719126613199957
142.0988123242553,41.76159309838844,15.528735632183908,0.27606019151846783,15.528735632183908,0.34759353567848306
159.72751431839276,41.577148653943986,16.517241379310345,0.30287277701778387,16.517241379310345,0.3157382640323577
150.76649351875574,40.54659309838845,14.206896551724139,0.24350205198358413,14.206896551724139,0.35141722131299136
145.18716781007637,41.286672463467816,16.413793103448278,0.29822161422708615,16.413793103448278,0.3492446556139692
