length,b1,nbar,colless,sackin,treeness,simulated
1.0426337586920604,44.165742998831256,11.735632183908047,0.18030095759233927,11.735632183908047,0.29382258918512594,0
0.2750691912334602,38.15535933215467,13.25287356321839,0.2240766073871409,13.25287356321839,0.31018856534678685,0
0.19103471851742804,39.38945024124558,14.71264367816092,0.26210670314637485,14.71264367816092,0.23146478308597104,0
0.2748995866836409,41.97512060952465,12.850574712643676,0.2106703146374829,12.850574712643676,0.26393695995462463,0
0.19322680921209975,41.31834960275365,13.758620689655173,0.2322845417236662,13.758620689655173,0.19978615160179636,0
0.18065907203971804,41.60885076825481,12.839080459770114,0.21203830369357046,12.839080459770114,0.3111032085435909,0
0.19236658112705626,39.69319420259824,13.494252873563216,0.22489740082079346,13.494252873563216,0.2291568413028053,0
0.3267824020352099,39.624326958731,12.011494252873565,0.1950752393980848,12.011494252873565,0.2719176175999029,0
0.3677923579875591,38.47273965714369,12.64367816091954,0.212311901504788,12.64367816091954,0.27612760285490845,0
0.33544136415790826,38.93756839565665,12.79310344827586,0.21039671682626535,12.79310344827586,0.2846241067906327,0
0.29064190130653494,39.84214865394401,16.50574712643678,0.3025991792065663,16.50574712643678,0.291384218653402,0
0.3325262432475909,41.01048198727732,13.137931034482758,0.22024623803009571,13.137931034482758,0.3342396778199948,0
0.4950020431806382,43.78107299047703,12.64367816091954,0.20902872777017786,12.64367816091954,0.2858909573318309,0
0.3862957053931235,40.052148653943995,14.229885057471266,0.25006839945280435,14.229885057471266,0.25080444047997563,0
0.2314248562693799,45.229882514286565,13.10344827586207,0.2188782489740082,13.10344827586207,0.2462705994101499,0
0.3949991655160001,36.506841666245705,11.850574712643676,0.19124487004103968,11.850574712643676,0.2599454120050816,0
0.3621945787328617,39.871177607110866,16.2183908045977,0.3045143638850889,16.2183908045977,0.28511336370582085,0
0.1266744009744211,41.82670791111195,13.655172413793107,0.2238030095759234,13.655172413793107,0.2366219898374303,0
1.132564790681884,40.290993625397675,13.390804597701152,0.22188782489740086,13.390804597701152,0.27943544506893025,0
0.2647226583565745,37.657630394425716,13.344827586206893,0.22517099863201093,13.344827586206893,0.2156838922790602,0
0.769335882159155,39.1116724634678,13.540229885057473,0.2325581395348837,13.540229885057473,0.26915899612423105,0
0.7675358570319164,43.60942986751813,10.908045977011492,0.14856361149110808,10.908045977011492,0.2914684871411369,0
1.4108356088994791,39.17679681429682,10.42528735632184,0.14309165526675788,10.42528735632184,0.26586130057292834,0
0.18334056522397404,40.23061019240553,14.448275862068966,0.2569083447332421,14.448275862068966,0.2618696479505125,0
0.28073467721637224,44.72512060952466,13.229885057471266,0.21203830369357046,13.229885057471266,0.3075999473303113,0
0.2605614747187152,39.282624844420184,14.298850574712644,0.2495212038303693,14.298850574712644,0.2614382344063858,0
0.34838305382439755,40.31263864704269,14.333333333333336,0.2459644322845417,14.333333333333336,0.2346407911125195,0
0.3061556469139368,38.008815320610644,14.505747126436784,0.2555403556771546,14.505747126436784,0.24087588558709006,0
0.2436068827573501,39.68111690791226,16.264367816091955,0.29794801641586866,16.264367816091955,0.2512966750325856,0
0.2779485611762521,37.80341643650469,11.850574712643676,0.17537619699042406,11.850574712643676,0.2918947423123049,0
0.2862056017173351,39.35250218929753,13.32183908045977,0.22735978112175104,13.32183908045977,0.2438342746968538,0
0.4915057077387673,36.17094700535104,12.977011494252874,0.21258549931600546,12.977011494252874,0.3011404056820472,0
0.44163094685985815,39.355279339683385,12.402298850574713,0.2021887824897401,12.402298850574713,0.30369000935227863,0
0.4575305031772399,43.612025371429425,12.781609195402298,0.21176470588235294,12.781609195402298,0.2475510547504175,0
